$1
1	1	1	0	0	1	1	0	1	0
1	1	1	1	1	1	1	1	1	0
1	1	0	1	0	1	1	1	1	0
1	0	1	0	1	0	1	1	1	1
1	1	1	0	1	1	0	0	1	0
0	1	1	1	0	1	1	1	0	1
1	1	1	1	0	1	1	1	0	1
1	1	1	0	0	1	0	1	0	1
0	0	1	0	1	0	1	1	0	1
1	1	1	1	1	1	1	0	1	1
$2
0	0	0	0	1	0	1	0	1	0
0	1	1	1	1	0	1	1	0	0
1	0	1	0	0	1	1	1	1	1
1	1	1	0	1	1	0	1	1	1
1	1	1	1	1	1	1	1	1	0
1	1	0	1	1	0	1	1	1	1
1	0	0	1	1	1	1	1	1	0
1	1	1	1	1	0	0	1	0	1
0	1	0	1	1	1	1	0	1	1
1	1	1	1	1	0	1	1	0	0
$3
1	1	0	0	1	0	1	1	1	1
0	1	0	0	1	1	1	1	1	1
1	1	0	1	1	1	0	1	1	1
1	1	0	1	0	1	1	1	1	1
0	1	0	0	1	0	1	1	1	0
1	1	1	1	0	1	1	0	1	0
1	1	1	1	1	1	1	1	0	0
0	0	1	0	1	0	1	0	1	1
1	1	0	1	1	0	1	0	1	1
0	1	1	1	1	1	0	1	0	1
$4
1	0	1	1	0	1	0	1	1	1
1	1	1	1	1	0	1	0	1	0
0	1	0	1	1	1	1	1	1	1
1	1	0	0	0	1	1	1	1	1
0	0	1	1	1	1	1	1	1	1
0	0	0	1	1	0	1	1	0	1
0	0	1	1	1	1	1	1	1	0
1	0	1	1	0	1	0	0	1	0
1	1	0	1	0	1	1	1	0	1
0	1	0	0	1	1	1	1	1	1
$5
0	0	0	0	1	1	0	1	1	0
0	1	1	1	1	1	1	0	0	1
1	1	1	0	1	0	1	1	1	0
1	0	0	1	1	0	0	1	1	1
1	0	0	1	1	1	1	1	1	1
1	1	1	1	1	0	1	1	1	1
1	1	1	0	0	1	1	1	1	0
1	1	1	1	0	0	1	1	1	1
1	1	1	1	0	1	1	1	1	1
0	0	1	0	0	0	1	0	0	1
$6
1	1	1	1	1	1	0	1	1	0
0	1	1	1	1	0	1	1	0	0
0	0	1	1	1	1	1	1	1	1
1	1	0	1	1	1	0	0	1	0
1	0	1	0	0	1	0	1	0	0
0	1	0	1	1	0	1	1	0	1
1	0	1	1	1	0	0	0	1	1
1	1	1	1	1	0	1	1	1	1
1	1	1	1	1	1	1	0	0	1
0	1	0	0	1	1	0	1	1	1
$7
1	1	0	0	1	1	1	1	0	0
1	1	0	0	1	1	0	1	0	0
1	0	1	1	1	0	1	1	0	1
0	0	1	0	1	1	1	1	1	1
1	1	1	0	1	0	0	1	0	0
1	1	1	1	1	1	1	0	0	1
1	1	0	1	1	0	1	1	1	1
0	1	0	1	1	1	1	1	1	0
0	1	1	1	1	1	1	1	0	1
0	1	1	1	1	1	0	0	1	0
$8
1	1	1	1	0	1	0	1	1	1
1	0	1	1	1	0	1	1	1	1
1	1	1	0	1	1	1	1	1	1
1	1	1	1	0	0	1	0	0	1
1	1	1	1	1	0	0	0	1	0
1	0	0	0	1	0	0	1	0	1
1	0	0	0	1	0	1	0	0	1
1	1	1	1	0	1	0	1	1	1
1	1	1	0	1	0	1	1	1	1
1	0	1	1	1	0	0	0	1	1
$9
0	1	0	1	1	0	0	1	0	1
1	0	0	1	0	1	1	1	1	0
0	0	0	1	0	1	1	1	1	0
0	0	0	0	0	0	1	1	1	1
1	0	1	1	1	1	1	1	0	1
1	1	1	1	1	1	1	1	1	0
0	1	1	1	0	0	0	1	1	1
0	1	0	1	1	1	1	0	1	1
1	1	0	1	1	1	1	1	0	1
1	1	0	1	0	1	1	1	1	1
$10
1	1	0	1	1	1	0	1	1	1
1	1	1	0	0	0	1	1	1	0
1	1	0	1	0	0	1	1	0	1
1	0	1	0	1	1	1	1	0	1
1	0	1	1	1	0	1	0	1	1
1	0	1	1	0	1	1	0	1	1
1	0	1	1	0	1	1	0	0	0
1	1	1	1	1	1	0	1	1	0
0	0	0	1	1	0	1	1	1	1
0	1	1	1	1	0	0	0	1	1
$11
1	1	1	1	1	1	1	1	1	0
0	1	1	1	0	0	1	1	1	1
1	0	0	0	1	0	1	1	1	1
1	1	1	0	0	1	1	0	0	1
1	0	1	0	1	1	1	0	0	1
1	1	1	0	1	0	0	0	1	1
0	1	1	0	1	1	0	0	1	1
1	1	0	1	1	1	1	1	1	0
1	1	1	1	0	1	1	0	1	1
0	0	1	0	1	0	0	0	0	1
$12
1	0	1	0	0	1	1	1	1	1
0	0	1	1	1	1	1	1	1	1
1	1	1	0	1	0	1	1	0	0
0	1	1	0	1	1	1	1	1	1
0	1	0	1	1	1	1	1	1	0
1	0	0	1	0	1	1	1	0	1
1	0	0	1	1	0	1	1	0	1
1	1	0	1	0	0	0	0	1	0
1	1	1	1	1	1	1	1	1	0
0	1	0	0	0	1	0	1	0	1
$13
1	1	0	1	1	1	1	1	0	0
1	1	1	1	0	1	1	0	1	0
0	1	1	0	1	1	1	0	0	1
1	0	0	1	1	1	1	0	1	1
1	1	1	0	1	0	0	0	1	1
1	0	1	1	0	1	0	0	1	1
1	1	1	0	0	1	1	1	1	1
1	0	1	1	0	1	1	1	1	1
0	1	1	1	0	0	0	1	1	0
0	0	1	1	1	0	0	0	1	1
$14
1	1	1	0	0	1	0	0	1	1
0	0	1	1	1	1	1	1	1	0
0	1	1	1	0	1	1	1	1	1
1	0	0	1	1	1	0	0	1	1
0	1	1	1	1	0	1	1	0	1
0	1	0	1	0	1	1	1	0	1
1	1	0	1	1	0	0	0	1	0
1	1	0	1	1	0	0	0	0	1
1	1	1	1	1	0	1	0	0	1
1	1	1	0	1	0	0	1	1	1
$15
1	1	1	1	1	1	0	0	1	1
0	0	1	1	1	1	1	1	0	0
0	1	1	0	0	1	1	1	1	1
1	0	0	1	0	1	1	1	1	1
0	1	0	1	1	1	1	1	1	0
1	0	1	0	0	1	1	0	0	1
1	1	0	0	0	0	1	1	0	1
0	1	0	1	1	1	0	0	1	1
0	0	1	0	1	0	0	1	1	1
1	0	1	0	1	1	1	1	1	1
$16
1	1	0	1	0	1	1	0	0	1
1	0	1	0	0	1	0	0	1	1
1	0	0	1	0	1	1	1	1	1
1	1	1	1	1	0	0	1	0	1
0	1	1	1	0	0	0	1	1	1
1	1	0	0	1	1	1	0	1	0
1	0	1	1	0	0	1	1	1	1
1	1	1	0	0	0	0	0	1	1
1	1	0	1	0	1	1	0	0	1
1	1	1	1	1	1	1	1	0	0
$17
1	1	1	1	1	1	0	0	0	1
0	1	1	0	0	1	1	1	1	0
1	0	0	0	1	1	1	1	1	1
1	1	0	1	1	1	0	1	1	1
1	0	0	0	0	1	1	0	0	1
1	0	1	1	0	1	0	1	0	0
0	0	0	0	1	0	1	0	1	1
1	1	1	0	1	1	1	1	1	1
1	0	1	1	1	1	0	1	1	1
1	1	0	1	1	0	0	1	0	0
$18
0	1	1	1	1	1	0	0	1	0
0	0	1	1	1	1	1	1	1	1
0	0	0	1	0	0	1	0	0	1
1	1	1	1	0	0	1	1	1	0
1	1	0	1	0	0	0	0	0	0
0	1	0	1	1	0	1	1	1	1
0	1	1	0	1	0	1	0	1	1
1	0	1	0	1	0	1	1	1	1
0	1	1	1	1	0	0	1	1	1
1	1	1	0	1	1	1	1	1	1
$19
1	1	0	1	0	1	0	1	0	1
0	1	1	1	0	1	1	0	1	1
0	1	1	1	0	0	1	1	1	1
1	1	0	1	0	1	0	0	0	1
0	0	1	1	1	0	1	0	0	0
0	1	0	1	0	1	0	1	0	1
1	1	1	1	0	1	1	1	1	1
1	0	1	0	1	1	0	1	1	0
0	1	1	1	1	0	1	1	1	1
0	1	1	0	1	1	0	0	0	1
$20
1	1	1	0	1	0	1	0	1	0
0	0	1	1	0	1	0	1	1	0
0	1	1	1	0	1	1	0	0	1
0	0	1	1	1	1	1	0	0	0
1	1	1	1	0	1	0	0	1	0
1	0	0	1	1	1	1	0	0	1
1	1	1	1	1	1	1	0	1	1
1	1	0	0	1	0	0	0	1	1
1	1	1	0	1	1	1	0	0	0
1	1	1	1	1	1	1	0	0	1
$21
0	1	0	1	1	1	0	1	1	1
1	1	1	0	1	0	1	1	1	0
1	1	1	0	1	1	0	0	1	0
1	0	1	1	1	1	0	1	1	1
1	0	0	0	1	0	0	1	1	0
0	0	1	0	0	1	1	0	0	0
0	1	1	0	1	1	1	1	1	0
0	1	1	1	1	1	0	1	1	1
0	0	1	1	0	0	0	1	0	0
1	1	1	0	1	1	1	0	1	1
$22
1	0	1	0	0	1	0	1	1	0
1	1	0	1	1	0	1	1	1	1
1	1	1	1	1	0	1	0	1	1
1	0	1	0	1	1	0	1	0	1
0	1	0	1	1	0	1	0	0	0
0	0	1	1	1	1	1	0	1	1
1	1	1	0	0	1	0	1	1	1
0	0	0	1	1	0	0	0	1	1
0	1	1	0	1	1	1	1	0	0
0	0	1	1	1	1	1	0	0	1
$23
1	0	1	0	1	1	1	1	1	1
1	0	0	0	1	1	0	1	1	1
0	1	0	1	1	1	0	1	1	1
1	0	1	1	0	1	0	0	0	0
1	0	1	1	1	0	1	1	1	1
1	0	1	0	1	1	0	0	1	0
1	0	1	0	0	1	0	1	0	0
1	0	1	1	1	1	0	0	0	1
0	1	1	0	1	1	1	1	1	0
1	1	1	0	0	1	1	0	1	0
$24
1	1	0	1	0	1	0	1	1	1
1	1	0	1	0	1	1	1	0	1
0	0	1	1	1	1	0	0	1	0
1	1	0	1	0	0	0	1	1	1
1	1	1	0	0	1	1	0	1	1
1	0	0	1	1	0	0	0	0	1
1	1	0	1	0	0	1	1	0	0
1	1	1	1	0	0	0	1	1	0
0	1	1	0	1	1	0	1	1	1
1	0	1	0	0	1	1	1	0	1
$25
1	1	1	1	0	0	1	0	1	1
1	0	1	1	0	0	0	1	1	0
0	1	1	1	1	0	0	1	1	0
1	1	0	1	1	1	0	0	0	1
1	0	1	1	1	1	0	1	0	1
1	1	1	1	1	1	0	0	1	1
0	0	0	1	0	0	1	1	1	0
1	0	1	1	0	1	1	0	1	1
1	0	1	0	1	0	1	0	0	1
0	1	1	1	0	0	0	0	1	1
$26
0	1	0	0	0	0	1	1	0	1
1	1	1	1	1	1	1	1	0	1
0	0	1	0	1	1	1	1	1	0
1	1	0	0	1	0	1	1	1	1
1	1	0	0	1	1	0	1	1	1
0	0	0	1	1	1	0	1	1	1
0	0	1	0	1	0	0	1	0	0
0	0	1	1	1	0	1	1	1	0
1	1	1	1	0	0	1	1	1	0
0	0	1	0	0	1	0	1	0	1
$27
0	0	0	0	1	1	1	1	0	1
1	1	1	1	1	1	1	0	1	1
1	1	1	0	0	0	0	0	1	0
1	1	1	1	1	0	1	1	0	1
1	1	1	1	1	1	1	0	1	0
1	1	0	1	0	1	0	1	0	0
1	0	1	0	0	1	1	1	1	1
0	0	0	1	1	0	0	0	0	0
1	1	1	0	1	0	0	1	0	0
1	1	1	0	1	1	0	0	1	0
$28
0	1	1	0	1	1	1	1	0	0
0	1	0	1	1	0	0	1	1	1
1	0	0	0	0	1	1	0	1	0
1	0	1	0	1	0	1	0	1	1
0	1	0	1	1	0	0	1	1	0
1	0	1	1	0	1	1	1	1	1
0	1	1	1	1	1	0	1	1	0
