$1
1	1	0	1	1	0	1	1	1	1	0	1
1	1	0	1	1	1	1	0	0	0	1	1
1	0	0	1	1	0	0	1	1	1	0	0
1	1	1	0	1	1	1	1	0	0	0	1
1	1	1	1	0	0	1	1	0	1	1	1
1	1	1	1	1	0	0	1	0	0	1	0
1	1	1	1	0	1	1	1	1	0	1	1
0	0	1	1	1	1	1	1	0	1	1	1
1	0	1	0	0	1	1	0	1	1	0	1
1	1	0	1	0	1	0	1	1	0	0	1
1	1	0	1	1	1	1	0	1	0	1	1
1	1	1	1	1	1	1	1	1	0	1	1
$2
0	1	1	1	0	1	1	1	1	0	1	0
1	0	0	1	0	0	1	1	1	1	1	1
0	1	1	1	1	0	1	1	1	1	0	0
1	0	1	1	0	1	1	0	0	1	0	1
1	1	1	0	1	1	1	1	1	0	1	0
1	0	1	1	1	1	0	1	1	0	1	1
1	1	1	1	0	1	0	1	0	1	1	0
0	1	1	1	1	1	0	1	1	0	0	1
1	1	1	1	1	1	0	1	1	0	0	1
1	1	1	0	1	1	1	1	1	1	1	1
0	0	1	1	1	0	1	0	0	0	1	1
1	1	1	0	0	1	1	0	1	1	1	1
$3
1	1	0	0	1	1	1	1	0	0	0	1
0	0	1	1	1	1	1	0	1	1	1	0
0	0	0	1	1	1	1	1	0	0	0	0
1	1	1	1	0	1	0	1	1	1	1	0
1	1	1	0	0	1	1	1	1	0	0	0
1	0	1	1	1	1	1	1	1	0	1	0
1	1	1	0	1	0	1	1	1	1	1	1
1	0	1	1	1	1	1	1	0	0	1	1
1	1	1	1	1	1	1	1	0	1	1	0
1	1	1	0	1	1	1	0	1	0	0	1
1	0	1	0	1	0	0	1	1	1	1	1
1	1	1	0	0	1	1	1	1	0	1	1
$4
1	1	1	1	1	1	1	1	0	1	0	0
1	1	0	1	1	1	1	1	1	1	1	0
1	1	1	1	0	1	0	0	1	0	1	1
0	0	1	1	1	1	1	1	1	0	1	1
0	0	0	1	0	0	0	1	0	1	0	1
0	1	1	0	1	1	0	0	0	0	0	0
1	1	1	0	1	1	1	0	1	1	1	1
0	1	1	0	1	1	1	1	0	1	1	1
1	1	1	1	0	1	0	1	1	0	1	1
0	1	1	1	1	1	0	1	0	1	1	1
0	1	1	1	1	0	1	1	1	1	1	1
1	0	1	1	1	0	0	1	1	1	0	1
$5
1	1	0	1	1	1	1	1	1	1	0	1
1	1	1	0	0	1	1	0	1	0	1	0
1	0	1	0	0	1	1	1	1	0	0	0
1	1	1	0	0	0	0	1	0	1	0	0
1	1	1	1	1	1	0	0	1	1	1	0
1	0	1	0	1	1	1	1	1	1	1	0
1	0	1	1	1	1	1	1	1	1	0	1
1	1	1	0	1	0	1	1	1	0	1	0
0	1	0	1	1	0	1	0	1	1	1	1
0	0	0	1	1	0	1	1	0	1	1	0
1	1	1	1	1	0	1	1	0	1	1	1
1	1	0	1	1	1	1	0	1	1	1	1
$6
1	1	1	1	1	1	0	1	0	1	1	1
1	1	0	1	0	0	0	1	1	1	1	1
1	0	1	1	1	1	1	1	1	0	0	1
0	0	1	1	0	1	1	1	1	1	1	1
1	0	1	0	1	1	1	1	1	1	0	1
0	1	0	0	1	1	1	1	1	1	1	1
0	0	1	1	0	1	1	1	1	1	1	0
1	1	1	0	0	1	1	1	1	0	1	0
1	1	1	0	0	1	1	1	1	0	1	1
0	0	1	1	1	0	1	1	1	1	0	0
1	0	1	0	0	1	0	1	0	1	0	1
1	0	0	0	1	1	0	1	0	0	0	1
$7
1	1	1	0	1	0	1	1	0	0	1	1
1	1	1	1	1	0	1	0	1	1	0	1
1	1	1	1	1	1	1	1	0	1	1	0
1	0	0	1	0	0	1	1	1	1	1	1
1	0	0	1	1	0	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	1	1	1
1	0	1	1	1	1	0	0	0	1	1	0
0	0	0	1	0	1	0	1	1	1	1	1
1	0	0	0	1	1	0	1	1	1	1	1
1	0	0	1	1	0	1	0	0	1	0	1
0	0	0	1	1	1	1	0	1	1	0	0
1	1	0	1	1	1	0	0	1	1	0	1
$8
1	1	1	0	1	0	1	1	1	0	1	0
1	0	1	1	1	0	1	0	0	1	1	1
0	1	1	0	1	1	1	1	1	1	1	1
0	1	0	1	1	1	1	1	0	0	1	0
1	1	1	0	1	1	1	1	1	1	0	1
1	1	0	0	1	0	1	0	0	0	0	1
0	1	1	0	0	0	1	1	1	1	0	0
1	1	1	0	1	1	1	1	0	1	1	1
0	1	1	1	1	1	1	1	0	1	0	1
0	1	1	1	0	1	1	0	0	1	0	1
1	1	0	1	1	1	1	0	1	1	1	0
1	1	0	0	0	1	1	0	1	1	0	1
$9
1	1	0	1	1	1	1	1	1	0	0	0
1	1	1	1	0	1	1	1	0	0	1	1
1	0	1	1	1	1	1	0	1	1	1	1
1	1	0	0	1	0	1	1	1	0	1	1
1	0	0	0	1	0	1	1	1	0	1	0
1	1	1	0	1	0	1	1	0	1	1	1
0	1	1	1	1	1	0	1	1	1	0	1
0	1	1	1	0	1	1	0	1	1	0	1
1	0	0	1	0	0	1	0	1	1	1	1
1	0	0	1	1	0	0	1	1	0	1	0
0	1	1	1	1	0	0	0	1	1	1	1
1	1	1	0	1	1	1	1	0	0	0	1
$10
0	1	0	1	1	1	1	1	0	0	1	1
1	1	0	0	1	0	1	1	0	1	0	1
0	1	0	1	0	1	0	0	1	0	1	0
1	1	1	0	1	1	0	1	1	1	1	0
0	1	1	1	0	1	0	1	1	0	1	1
1	1	0	1	1	0	1	1	1	0	1	1
1	0	1	1	0	1	1	1	1	1	1	0
1	1	0	0	0	1	1	1	1	1	1	0
0	1	1	1	0	0	1	1	1	1	1	0
1	1	1	1	0	1	1	1	0	1	1	0
0	1	0	1	0	1	1	1	1	0	1	0
0	1	1	1	1	0	1	0	0	1	1	1
$11
1	1	0	0	1	0	0	1	0	1	0	1
1	1	0	0	0	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	0	1	1	1
1	0	0	0	1	0	0	0	1	0	1	0
0	1	1	1	1	0	1	0	1	1	1	0
1	0	1	1	0	1	0	1	0	0	1	1
1	1	0	1	1	1	1	1	1	1	1	1
0	1	1	1	1	1	1	0	1	1	1	0
0	1	1	0	0	0	0	1	0	1	0	1
1	1	1	1	1	1	1	1	0	1	1	1
1	1	1	1	0	1	0	1	0	1	1	0
1	0	0	0	0	1	1	0	0	0	1	1
$12
0	1	1	1	1	1	1	1	1	1	0	1
0	1	0	1	1	0	1	1	0	1	1	0
1	1	1	1	1	1	1	1	1	1	0	1
0	1	0	1	1	0	1	1	0	1	1	1
1	1	0	0	0	0	1	1	0	1	0	1
1	1	1	1	1	0	1	1	1	1	1	1
1	0	0	1	0	0	0	1	1	1	0	0
1	0	1	0	0	1	1	0	1	0	1	0
1	1	1	0	0	1	1	1	1	1	0	1
0	1	1	0	1	0	0	1	1	1	0	0
1	1	1	0	1	0	1	1	0	1	1	0
0	1	1	0	1	1	1	0	0	1	1	0
$13
0	1	0	1	0	1	0	1	1	1	1	1
0	1	1	1	1	1	1	0	1	1	1	0
1	1	0	1	1	0	0	1	1	1	0	1
0	1	1	1	0	1	1	0	1	1	1	1
0	0	1	1	1	1	0	0	1	1	1	1
1	1	1	0	1	1	0	1	0	0	0	1
1	0	0	1	0	1	1	1	0	1	0	1
0	0	1	1	1	1	1	0	0	1	0	1
0	0	1	1	1	1	1	1	1	1	0	1
1	0	1	0	1	0	1	0	1	1	1	0
1	0	1	1	0	1	1	1	1	0	1	1
0	0	1	0	1	0	0	1	0	1	1	0
$14
0	0	0	1	1	0	0	1	1	1	1	0
1	1	0	0	1	1	1	0	1	0	0	1
1	0	1	0	1	1	1	1	1	0	1	1
1	0	1	0	1	0	1	1	0	1	1	1
1	1	1	0	1	1	0	0	0	1	0	1
0	1	1	1	0	1	1	0	1	1	1	1
0	0	1	0	0	0	1	1	0	1	0	1
0	1	0	1	1	1	0	1	0	0	0	1
1	1	1	0	1	1	0	0	1	1	0	1
1	0	0	0	1	1	1	1	0	1	1	1
0	1	1	1	1	1	1	1	0	1	1	1
1	1	1	1	1	1	0	1	1	1	0	1
$15
1	1	1	0	1	0	0	1	1	0	0	1
1	1	0	0	0	0	1	1	1	1	1	1
1	1	1	1	0	0	1	1	1	1	0	0
1	0	1	1	1	1	1	0	1	1	1	0
1	0	1	1	1	1	0	0	0	0	1	1
1	0	0	1	1	0	1	1	1	0	1	1
1	0	1	0	1	1	1	0	0	0	0	0
1	0	0	1	1	1	1	0	1	1	0	1
1	1	0	1	1	1	0	1	0	1	1	0
0	0	1	0	1	0	1	1	1	1	0	1
1	1	0	1	0	1	1	0	1	1	0	1
0	1	1	1	0	0	1	1	1	1	1	1
$16
0	0	0	1	0	0	0	1	1	1	1	1
0	1	1	1	1	1	1	1	0	1	0	1
0	0	0	1	1	0	1	1	0	1	0	1
1	1	1	1	1	1	1	1	1	0	0	1
0	1	1	0	1	1	0	0	0	1	1	1
1	1	1	1	1	1	1	1	0	1	1	0
0	0	0	1	1	1	0	0	1	1	0	1
1	0	1	1	1	0	1	1	0	1	1	1
1	1	0	1	1	1	1	0	1	1	0	0
1	1	0	1	1	0	1	1	1	0	1	1
1	1	1	1	0	0	1	0	0	1	1	1
1	0	1	0	0	0	0	1	1	0	0	0
$17
1	1	1	0	0	0	1	0	1	1	1	0
1	1	1	1	0	1	1	0	0	1	1	1
0	0	0	1	0	0	1	0	0	1	0	1
0	1	0	0	1	1	1	1	0	1	1	1
1	0	1	0	1	1	0	0	1	1	1	1
1	1	1	1	1	0	0	1	1	0	1	0
1	1	1	0	1	0	1	1	0	0	0	1
1	1	1	1	0	1	0	1	0	1	0	0
1	1	1	0	0	1	1	1	1	1	1	0
1	0	1	1	1	1	1	0	1	0	1	1
1	1	0	0	0	1	0	1	1	1	0	0
1	1	0	1	1	1	0	1	1	0	1	1
$18
1	1	1	1	0	0	1	1	1	1	1	0
1	1	1	1	0	0	1	1	0	1	1	0
1	1	1	1	0	0	0	1	1	0	0	0
0	1	1	0	0	1	1	0	1	0	1	0
1	1	0	0	0	1	0	1	0	1	1	1
1	0	0	0	1	1	0	0	0	0	1	0
1	1	1	1	1	0	0	0	1	1	1	1
0	0	1	0	1	1	1	0	1	0	1	1
1	0	0	1	0	1	1	1	1	0	0	1
0	1	1	1	0	0	1	1	1	1	1	1
0	1	1	0	1	1	1	0	1	1	0	1
1	1	1	1	1	0	1	1	0	1	1	1
$19
1	1	1	1	1	1	1	0	1	0	0	0
1	1	0	1	1	0	1	0	1	0	0	0
1	0	0	1	0	1	0	1	0	1	1	1
1	1	0	1	1	1	1	1	1	1	1	0
0	1	0	1	0	0	0	1	1	0	1	1
1	1	1	1	1	1	0	1	0	0	0	1
1	1	1	1	1	1	1	0	1	0	0	0
0	1	1	0	1	1	0	1	0	1	1	1
0	1	1	0	1	1	1	0	1	1	0	0
0	1	1	1	0	1	1	1	0	1	1	0
1	0	0	0	0	1	1	0	1	0	0	1
