$1
0	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1
1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	1	0	1
0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	0	1
0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1
0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0
1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1
1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1
0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	1	0
1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1
1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	1
1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1
0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1
1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0
1	1	0	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1
0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1
1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1
$2
0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1
1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1
1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1
1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0
0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0
1	0	0	0	1	1	1	1	0	1	0	1	0	1	1	0	1	0
1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1
1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1
1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0
0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	0	1
1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0
0	0	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1
1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1
1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1
$3
1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	1	1
1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0
1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	1	1
0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0
1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1
0	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1
0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1
0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0
1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1
1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1
1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1
1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1
1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0
1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0
1	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1
1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1
1	0	0	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1
0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0
$4
1	0	1	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0
1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	0
1	1	1	1	0	1	0	1	0	0	1	1	1	1	0	1	1	0
0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1
1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0
0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1
0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1
0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1
1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1
1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0
1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0
1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	1	0	0
0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1
1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0
1	1	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1
1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0
$5
1	0	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1
0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1
1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1
0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1
0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1
1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1
1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1
1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0
1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0
1	1	0	0	1	0	1	1	0	0	1	1	1	0	1	0	1	1
1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1
1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1
0	0	0	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0
0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1
1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1
1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	0	0
1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1
$6
0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1
1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1
1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1
1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1
0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	1	0	1
1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0
0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1
0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1
1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1
0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1
1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0
1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	1
0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0
0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1
1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1
1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1
1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	1	0	1
0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	0
$7
1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1
1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	0
1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	0	0
1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1
1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	0
1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0
1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1
0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1
1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1
1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1
1	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1
1	1	0	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1
0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1
0	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1
0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1
0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1
1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0
$8
1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0
1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1
1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1
1	1	0	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0
1	0	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1
1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1
1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1
1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1
1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1
1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1
1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1
0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1
1	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	0
1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1
0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0
0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1
1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1
$9
1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1
0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0
0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0
0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1
0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	1	1
1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1
1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1
0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0
0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0
1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1
1	1	0	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1
0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0
0	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0
1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1
1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0
0	1	1	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0
$10
1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0
0	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0
0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0
0	0	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0
1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0
1	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1
0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1
0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1
1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0
0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1
0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1
1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1
1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1
1	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1
0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0
1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0
1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1
1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0
$11
1	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1
0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1
0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1
1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1
1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0
1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	1
1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0
