$1
0	0	1	1	1	1	1	1	0	1	0
1	1	0	1	1	1	1	1	1	1	1
0	1	1	1	1	1	1	1	0	1	1
1	1	1	1	1	0	0	1	0	0	1
1	1	0	1	1	1	0	0	1	1	0
0	1	1	1	1	1	1	0	0	0	1
0	1	0	0	0	1	1	1	0	1	1
0	1	0	1	0	0	1	1	1	1	1
0	0	1	0	1	1	0	0	1	1	1
0	1	1	1	1	0	1	0	1	1	1
1	1	1	1	1	1	1	1	0	1	1
$2
1	1	0	1	1	1	1	1	0	1	0
1	0	1	1	0	1	1	1	0	0	0
1	1	0	1	1	1	1	0	0	1	1
1	1	1	1	1	0	0	1	1	0	1
1	0	1	1	0	0	0	1	1	1	0
0	1	1	0	1	1	0	1	1	1	0
1	1	1	1	1	1	1	1	1	1	1
0	1	1	1	1	1	0	0	1	0	1
1	0	0	0	1	0	1	1	1	1	1
1	1	0	1	0	1	1	0	1	1	0
1	1	1	1	0	1	1	1	1	1	0
$3
0	1	1	0	1	1	1	0	1	0	1
0	1	0	0	1	1	1	0	1	1	1
0	1	1	1	0	0	1	1	1	0	1
0	1	0	0	0	1	1	0	1	0	0
0	1	1	1	1	1	0	1	1	1	0
1	1	1	0	1	1	1	1	1	1	1
1	1	1	1	1	1	0	1	1	0	1
0	0	1	0	1	0	1	1	1	1	1
0	1	1	1	0	1	1	1	1	1	1
0	1	1	1	0	0	1	1	0	0	1
1	1	1	1	1	0	1	1	1	1	0
$4
0	0	0	1	0	0	1	1	1	1	1
1	1	1	1	0	1	1	0	1	1	0
1	1	1	1	0	0	1	1	1	0	0
1	1	1	0	1	0	1	1	1	1	1
0	1	1	1	1	1	1	1	1	1	1
1	0	0	1	1	0	1	0	1	1	0
1	0	1	0	1	0	1	0	1	0	1
1	0	1	1	1	0	1	1	1	1	1
0	0	1	0	1	1	0	1	0	1	0
0	1	1	1	1	1	1	1	1	0	0
1	1	1	1	1	1	0	1	0	1	1
$5
1	1	1	1	0	1	1	1	0	0	1
1	0	1	1	1	1	0	1	1	0	1
1	0	1	1	1	0	1	1	1	0	1
1	1	0	1	0	1	0	1	1	1	1
1	1	1	1	1	1	1	1	0	1	0
1	0	1	1	1	1	0	0	1	1	1
0	0	1	1	1	0	0	1	1	0	1
0	1	1	1	0	1	0	1	1	1	0
0	1	0	1	1	0	1	1	1	1	0
0	1	1	0	1	1	1	0	0	0	0
1	0	0	0	1	1	1	1	1	1	1
$6
1	1	1	1	1	0	0	0	0	1	1
1	1	1	1	0	0	1	1	0	1	1
0	0	1	1	1	1	0	1	1	1	1
1	1	0	0	0	0	1	1	1	1	0
1	0	1	1	1	0	1	1	0	1	0
0	1	1	1	0	1	0	1	1	1	1
1	1	1	1	1	1	1	0	0	1	0
1	1	0	1	1	1	1	1	1	1	0
1	1	0	1	0	1	1	1	1	0	0
0	0	1	1	1	1	1	0	0	1	1
1	1	1	1	0	0	1	0	1	1	0
$7
1	1	1	1	1	1	1	1	0	0	1
1	1	0	0	0	1	0	1	0	1	1
0	0	0	1	0	0	1	1	1	1	1
0	1	1	1	1	1	1	0	1	0	0
1	1	1	1	1	0	1	0	1	0	1
1	1	1	1	0	1	1	1	1	1	0
1	1	1	1	1	1	0	1	1	0	1
1	0	1	1	1	0	1	1	1	0	0
1	0	0	1	1	1	1	1	1	1	1
1	1	0	1	0	1	0	0	1	0	1
0	1	0	1	1	0	0	0	1	1	0
$8
1	0	1	1	1	0	0	1	0	1	0
1	0	1	1	0	1	1	1	1	0	0
1	1	1	1	1	1	1	1	1	1	1
0	0	1	1	1	0	1	1	1	1	1
1	0	0	0	0	1	1	0	0	1	1
0	0	1	0	0	1	1	0	1	1	1
1	1	1	0	1	0	1	1	1	1	1
1	0	0	1	0	1	1	1	0	0	0
1	1	1	0	1	0	1	1	1	0	1
1	1	1	1	1	1	1	1	0	1	0
0	0	0	1	1	1	1	1	1	1	0
$9
1	1	0	1	1	1	1	0	0	1	0
1	0	1	1	1	1	1	0	0	0	1
0	1	1	0	0	0	1	1	0	1	0
1	1	1	1	0	0	1	1	1	1	0
1	1	0	1	1	0	1	1	1	1	1
1	0	0	0	1	1	0	1	1	1	1
1	1	1	0	0	1	0	1	1	0	0
1	1	1	1	0	1	1	1	0	1	1
1	0	0	1	1	1	1	1	1	1	1
1	0	1	1	1	0	0	1	0	0	1
1	0	1	1	1	1	1	0	1	0	0
$10
1	1	1	1	0	1	1	1	1	0	1
1	1	1	0	1	0	1	0	1	1	1
1	1	0	0	1	1	0	0	1	0	0
1	0	0	0	1	1	1	1	0	1	1
1	1	0	1	1	1	1	1	1	0	1
1	0	0	1	1	0	0	1	1	1	1
1	1	1	1	0	0	1	1	0	1	0
0	1	1	0	1	1	1	0	1	0	0
0	0	0	1	1	1	1	1	1	1	1
1	1	0	0	1	1	0	0	1	0	1
1	1	0	0	1	0	1	1	1	1	1
$11
1	1	1	1	0	1	1	0	1	0	0
0	1	1	1	1	1	1	0	0	1	1
1	0	1	1	0	0	1	1	1	0	0
0	1	1	1	1	1	1	1	0	1	0
1	0	0	0	0	0	0	1	1	0	1
1	1	1	1	1	0	1	0	1	0	0
1	1	1	1	1	1	1	1	1	0	1
1	0	0	0	1	1	1	0	0	1	1
0	0	1	1	1	1	0	1	1	1	1
0	0	1	1	1	1	1	0	0	1	1
1	1	1	0	1	1	1	1	0	0	1
$12
1	1	1	1	1	0	1	0	1	0	1
1	0	0	1	0	1	1	1	1	1	1
0	1	1	1	1	1	0	1	1	1	1
1	1	1	1	0	1	1	0	1	1	1
1	0	0	0	1	0	0	1	1	1	0
1	1	1	1	1	0	0	0	1	1	0
1	1	1	0	1	0	1	1	0	1	1
0	1	1	1	0	1	1	0	1	0	1
1	1	1	1	0	1	0	1	0	1	0
0	0	1	1	1	0	0	1	1	1	0
1	1	1	1	1	0	0	0	0	0	0
$13
1	1	1	1	1	1	1	1	0	1	1
1	0	1	0	0	0	0	1	1	1	0
1	0	0	1	0	0	1	0	1	1	1
1	1	1	1	0	1	0	1	1	0	1
0	1	1	1	0	0	1	0	0	1	1
1	1	1	1	0	1	0	1	0	1	0
1	1	1	1	1	0	1	1	1	1	1
1	0	0	1	1	1	0	1	0	0	0
1	1	1	0	1	0	0	0	1	0	1
1	1	1	1	0	1	1	1	1	1	1
0	0	1	0	1	0	1	1	0	1	0
$14
1	1	1	0	0	1	1	1	0	1	1
0	1	0	1	1	1	1	0	1	0	1
1	0	1	1	0	0	0	1	1	0	0
0	1	1	1	1	0	1	0	0	1	0
0	1	1	0	1	1	1	1	0	1	1
1	1	0	1	0	1	0	1	0	0	1
1	1	0	1	0	1	1	1	1	1	1
1	1	1	1	1	1	0	1	1	1	0
1	0	1	1	0	1	1	0	1	1	1
0	1	1	1	0	0	1	1	1	0	0
1	0	1	1	0	1	1	0	1	0	0
$15
1	1	0	1	0	1	0	1	1	0	1
0	0	0	1	1	1	1	1	1	0	1
0	1	1	0	1	1	0	1	0	1	1
1	0	0	1	1	1	1	1	1	0	1
0	0	1	1	1	0	0	1	1	1	0
1	1	1	1	1	1	1	1	1	1	0
0	1	0	0	1	0	1	1	0	0	0
1	0	0	0	1	1	0	0	0	0	1
0	0	0	1	1	1	1	1	1	1	1
1	1	1	1	0	0	1	1	1	1	1
1	0	1	1	1	1	0	1	1	0	0
$16
0	1	1	1	1	1	0	1	1	1	1
1	1	0	0	1	1	0	1	0	1	0
1	1	1	0	0	1	1	1	0	1	1
0	1	0	1	1	1	1	0	1	0	1
1	1	1	1	1	0	1	0	0	1	1
1	1	0	1	1	1	1	0	0	0	1
1	1	0	1	1	1	1	0	1	0	1
1	0	0	1	1	0	1	1	1	0	0
0	1	1	1	0	1	0	0	1	1	1
0	0	0	1	0	0	0	0	1	1	0
1	1	1	1	1	0	1	1	0	0	1
$17
0	0	1	0	1	0	1	0	1	1	1
0	1	0	1	0	1	0	1	0	0	1
0	1	1	1	1	1	0	0	0	1	1
1	1	1	1	1	0	0	1	1	0	1
0	0	0	1	0	0	1	0	1	1	0
1	1	1	1	1	1	1	1	1	1	0
1	1	1	0	1	0	0	1	0	1	1
1	1	0	1	0	1	1	1	1	1	1
1	0	0	1	0	1	0	0	0	1	1
0	1	1	1	1	0	1	0	1	1	1
1	1	0	1	1	1	0	1	1	0	0
$18
1	0	0	1	1	1	1	0	0	1	1
1	0	1	1	1	1	0	1	0	0	1
0	1	1	1	0	0	1	0	1	0	0
0	0	1	0	0	1	0	1	1	1	1
0	1	0	1	1	1	1	1	1	1	1
0	1	0	1	1	0	0	1	0	0	1
0	1	1	1	0	0	1	0	1	1	1
1	1	0	0	1	1	0	0	1	1	1
1	0	1	1	1	1	0	1	0	1	1
1	1	1	0	1	1	0	0	1	1	1
1	1	1	1	0	1	1	0	0	0	1
$19
1	1	0	0	1	0	1	1	1	1	0
0	0	1	1	0	0	1	0	1	1	1
1	1	1	1	1	1	1	1	1	1	1
1	0	1	1	0	1	0	1	0	1	0
0	1	0	1	0	1	1	1	0	1	1
1	0	1	1	0	0	0	0	0	0	0
0	0	1	0	0	0	1	1	0	1	1
0	1	1	0	1	1	0	1	1	0	1
1	1	1	1	0	1	1	1	1	1	1
1	0	0	0	1	1	0	1	1	1	0
1	1	1	1	1	1	0	0	1	0	0
$20
1	0	1	0	1	0	1	1	1	1	1
1	1	0	0	1	1	0	0	0	1	1
0	1	0	1	0	1	1	1	1	1	1
1	1	1	1	0	0	0	0	1	0	1
0	0	1	0	1	0	0	0	1	0	1
1	1	0	0	1	1	1	1	0	1	0
0	0	1	1	1	1	1	1	1	0	1
1	1	1	1	1	0	0	1	1	0	1
0	1	1	0	0	0	1	0	1	1	0
0	0	1	1	0	1	1	1	0	1	1
0	1	1	1	1	1	1	0	0	1	1
$21
1	1	1	1	1	1	1	1	1	1	0
1	1	0	1	0	1	1	0	1	1	1
1	0	1	0	0	0	0	1	0	1	0
1	0	0	1	1	0	1	0	0	1	0
1	1	0	1	0	1	1	1	0	1	0
1	1	1	0	0	1	0	0	0	1	1
0	1	1	1	0	1	1	0	1	0	0
1	0	1	1	0	0	0	1	0	0	1
0	1	1	0	1	1	1	1	1	1	1
1	1	1	1	0	0	1	1	0	1	1
0	1	1	0	0	1	0	1	1	1	0
$22
1	1	0	0	1	0	1	0	0	0	1
0	0	0	1	1	0	1	1	1	0	1
1	1	1	0	1	1	1	1	0	1	0
1	0	1	1	0	1	1	1	1	1	0
1	1	0	0	0	0	1	1	0	1	0
1	1	1	0	0	0	1	1	1	0	1
0	1	1	1	1	1	1	0	1	1	0
0	0	1	1	1	1	1	1	0	0	0
1	1	0	0	0	1	1	0	1	1	0
1	1	1	0	1	0	1	1	0	1	1
1	0	1	1	0	1	1	0	0	1	1
$23
1	0	0	0	0	1	1	0	0	1	1
1	1	1	1	1	1	1	1	0	1	0
1	1	1	0	0	1	0	0	1	0	0
0	1	0	0	1	1	1	0	1	1	0
1	0	1	0	0	0	0	0	1	1	1
0	0	1	0	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	0	0	1
0	1	1	0	1	0	0	1	1	0	0
1	0	0	1	1	1	1	1	1	1	1
0	0	0	1	1	0	1	1	1	1	1
0	0	0	1	1	1	1	1	0	1	0
$24
1	1	0	0	0	0	1	1	0	1	1
